"originalWord","lemma","strong","book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTextFrequency","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"λέγω","λέγω","G30040","2ti","2","7","2","λέγω",1,0,"I am saying",3,0,"λέγω = I am saying",0.009,"For λέγω - Specific alignment ""λέγω = I am saying"" used infrequently: 0.9% out of 225 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","2ti","3","11","3","ἐγένετο",1,0,"happened",1,0,"ἐγένετο = happened",0.048,"For ἐγένετο - Specific alignment ""ἐγένετο = happened"" used infrequently: 4.8% out of 209 total alignments, threshold 5%","","","",""
"πίστεως","πίστις","G41020","2ti","3","15","16","πίστεως",1,0,"the faith",2,0,"πίστεως = the faith",0.019,"For πίστεως - Specific alignment ""πίστεως = the faith"" used infrequently: 1.9% out of 105 total alignments, threshold 5%","","","",""
"οἶκον","οἶκος","G36240","2ti","4","19","6","οἶκον",1,0,"household",1,0,"οἶκον = household",0.043,"For οἶκον - Specific alignment ""οἶκον = household"" used infrequently: 4.3% out of 47 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","2ti","4","4","2","μὲν",1,0,"both",1,0,"μὲν = both",0.023,"For μὲν - Specific alignment ""μὲν = both"" used infrequently: 2.3% out of 128 total alignments, threshold 5%","","","",""
"ἔργον","ἔργον","G20410","2ti","4","5","7","ἔργον",1,0,"the work",2,0,"ἔργον = the work",0.049,"For ἔργον - Specific alignment ""ἔργον = the work"" used infrequently: 4.9% out of 41 total alignments, threshold 5%","","","",""
"θέλω","θέλω","G23090","3jn","1","13","7","θέλω",1,0,"wish",1,0,"θέλω = wish",0.02,"For θέλω - Specific alignment ""θέλω = wish"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","act","1","1","2","λόγον",1,0,"book",1,0,"λόγον = book",0.007,"For λόγον - Specific alignment ""λόγον = book"" used infrequently: 0.7% out of 134 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","1","19","1","ἐγένετο",1,0,"it became",2,0,"ἐγένετο = it became",0.01,"For ἐγένετο - Specific alignment ""ἐγένετο = it became"" used infrequently: 1.0% out of 209 total alignments, threshold 5%","","","",""
"δεῖ","δέω","G12100","act","1","21","1","δεῖ",1,0,"it is necessary for",4,0,"δεῖ = it is necessary for",0.038,"For δεῖ - Specific alignment ""δεῖ = it is necessary for"" used infrequently: 3.8% out of 79 total alignments, threshold 5%","","","",""
"λέγων","λέγω","G30040","act","1","3","18","λέγων",1,0,"he spoke",2,0,"λέγων = he spoke",0.011,"For λέγων - Specific alignment ""λέγων = he spoke"" used infrequently: 1.1% out of 180 total alignments, threshold 5%","","","",""
"Πατρὸς","πατήρ","G39620","act","1","4","12","Πατρὸς",1,0,"of",1,0,"Πατρὸς = of",0.043,"For Πατρὸς - Specific alignment ""Πατρὸς = of"" used infrequently: 4.3% out of 47 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","10","10","0","ἐγένετο",1,0,"He became",2,0,"ἐγένετο = He became",0.005,"For ἐγένετο - Specific alignment ""ἐγένετο = He became"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"γῆς","γῆ","G10930","act","10","12","8","γῆς",1,0,"on",1,0,"γῆς = on",0.007,"For γῆς - Specific alignment ""γῆς = on"" used infrequently: 0.7% out of 145 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","10","13","2","ἐγένετο",1,0,"spoke",1,0,"ἐγένετο = spoke",0.005,"For ἐγένετο - Specific alignment ""ἐγένετο = spoke"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","10","16","2","ἐγένετο",1,0,"happened",1,0,"ἐγένετο = happened",0.048,"For ἐγένετο - Specific alignment ""ἐγένετο = happened"" used infrequently: 4.8% out of 209 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","10","25","0","ἐγένετο",1,0,"It came about that",4,0,"ἐγένετο = It came about that",0.014,"For ἐγένετο - Specific alignment ""ἐγένετο = It came about that"" used infrequently: 1.4% out of 209 total alignments, threshold 5%","","","",""
"λέγειν","λέγω","G30040","act","10","28","21","λέγειν",1,0,"I should",2,0,"λέγειν = I should",0.024,"For λέγειν - Specific alignment ""λέγειν = I should"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"λέγειν","λέγω","G30040","act","10","28","23","λέγειν",1,0,"call",1,0,"λέγειν = call",0.024,"For λέγειν - Specific alignment ""λέγειν = call"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"λόγῳ","λόγος","G30560","act","10","29","7","λόγῳ",1,0,"reason",1,0,"λόγῳ = reason",0.02,"For λόγῳ - Specific alignment ""λόγῳ = reason"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"ἀληθείας","ἀλήθεια","G02250","act","10","34","6","ἐπ’ ἀληθείας",2,0,"Truly",1,0,"ἐπ’ ἀληθείας = Truly",0.022,"For ἀληθείας - Specific alignment ""ἐπ’ ἀληθείας = Truly"" used infrequently: 2.2% out of 46 total alignments, threshold 5%","","","",""
"Ἰησοῦν","Ἰησοῦς","G24240","act","10","38","0","Ἰησοῦν τὸν",2,0,"the things concerning Jesus",4,0,"Ἰησοῦν τὸν = the things concerning Jesus",0.008,"For Ἰησοῦν - Specific alignment ""Ἰησοῦν τὸν = the things concerning Jesus"" used infrequently: 0.8% out of 129 total alignments, threshold 5%","","","",""
"Πνεύματι","πνεῦμα","G41510","act","10","38","7","Πνεύματι",1,0,"with the",2,0,"Πνεύματι = with the",0.013,"For Πνεύματι - Specific alignment ""Πνεύματι = with the"" used infrequently: 1.3% out of 79 total alignments, threshold 5%","","","",""
"Θεὸς","θεός","G23160","act","10","40","0","ὁ Θεὸς",2,0,"but God",2,0,"ὁ Θεὸς = but God",0.004,"For Θεὸς - Specific alignment ""ὁ Θεὸς = but God"" used infrequently: 0.4% out of 239 total alignments, threshold 5%","","","",""
"λαῷ","λαός","G29920","act","10","41","1","λαῷ",1,0,"by",1,0,"λαῷ = by",0.048,"For λαῷ - Specific alignment ""λαῷ = by"" used infrequently: 4.8% out of 42 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","act","10","44","15","λόγον",1,0,"to",1,0,"λόγον = to",0.015,"For λόγον - Specific alignment ""λόγον = to"" used infrequently: 1.5% out of 134 total alignments, threshold 5%","","","",""
"δύναται","δύναμαι","G14100","act","10","47","0","δύναται",1,0,"Can",1,0,"δύναται = Can",0.012,"For δύναται - Specific alignment ""δύναται = Can"" used infrequently: 1.2% out of 81 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","11","10","2","ἐγένετο",1,0,"happened",1,0,"ἐγένετο = happened",0.048,"For ἐγένετο - Specific alignment ""ἐγένετο = happened"" used infrequently: 4.8% out of 209 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","act","11","12","2","εἶπεν",1,0,"told",1,0,"εἶπεν = told",0.005,"For εἶπεν - Specific alignment ""εἶπεν = told"" used infrequently: 0.5% out of 606 total alignments, threshold 5%","","","",""
"γενομένης","γίνομαι","G10960","act","11","19","7","γενομένης",1,0,"arose",1,0,"γενομένης = arose",0.021,"For γενομένης - Specific alignment ""γενομένης = arose"" used infrequently: 2.1% out of 48 total alignments, threshold 5%","","","",""
"Κύριον","κύριος","G29620","act","11","20","19","Κύριον",1,0,"about",1,0,"Κύριον = about",0.015,"For Κύριον - Specific alignment ""Κύριον = about"" used infrequently: 1.5% out of 65 total alignments, threshold 5%","","","",""
"λόγος","λόγος","G30560","act","11","22","2","λόγος",1,0,"report",1,0,"λόγος = report",0.014,"For λόγος - Specific alignment ""λόγος = report"" used infrequently: 1.4% out of 71 total alignments, threshold 5%","","","",""
"Κυρίῳ","κύριος","G29620","act","11","23","15","Κυρίῳ",1,0,"with",1,0,"Κυρίῳ = with",0.009,"For Κυρίῳ - Specific alignment ""Κυρίῳ = with"" used infrequently: 0.9% out of 113 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","11","26","5","ἐγένετο",1,0,"it came about that",4,0,"ἐγένετο = it came about that",0.029,"For ἐγένετο - Specific alignment ""ἐγένετο = it came about that"" used infrequently: 2.9% out of 209 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","11","28","21","ἐγένετο",1,0,"happened",1,0,"ἐγένετο = happened",0.048,"For ἐγένετο - Specific alignment ""ἐγένετο = happened"" used infrequently: 4.8% out of 209 total alignments, threshold 5%","","","",""
"λέγοντες","λέγω","G30040","act","11","3","0","λέγοντες",1,0,"they said",2,0,"λέγοντες = they said",0.007,"For λέγοντες - Specific alignment ""λέγοντες = they said"" used infrequently: 0.7% out of 149 total alignments, threshold 5%","","","",""
"λέγων","λέγω","G30040","act","11","4","6","λέγων",1,0,"he said",2,0,"λέγων = he said",0.006,"For λέγων - Specific alignment ""λέγων = he said"" used infrequently: 0.6% out of 180 total alignments, threshold 5%","","","",""
"γενομένης","γίνομαι","G10960","act","12","18","1","γενομένης",1,0,"when it became",3,0,"γενομένης = when it became",0.042,"For γενομένης - Specific alignment ""γενομένης = when it became"" used infrequently: 4.2% out of 48 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","12","18","12","ἐγένετο",1,0,"had happened",2,0,"ἐγένετο = had happened",0.005,"For ἐγένετο - Specific alignment ""ἐγένετο = had happened"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","act","12","22","5","Θεοῦ",1,0,"of a god",3,0,"Θεοῦ = of a god",0.001,"For Θεοῦ - Specific alignment ""Θεοῦ = of a god"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","act","12","8","14","λέγει",1,0,"He said",2,0,"λέγει = He said",0.037,"For λέγει - Specific alignment ""λέγει = He said"" used infrequently: 3.7% out of 349 total alignments, threshold 5%","","","",""
"Κυρίου","κύριος","G29620","act","13","12","11","Κυρίου",1,0,"about",1,0,"Κυρίου = about",0.003,"For Κυρίου - Specific alignment ""Κυρίου = about"" used infrequently: 0.3% out of 303 total alignments, threshold 5%","","","",""
"γῆν","γῆ","G10930","act","13","19","9","τὴν γῆν",2,0,"land",1,0,"τὴν γῆν = land",0.026,"For γῆν - Specific alignment ""τὴν γῆν = land"" used infrequently: 2.6% out of 78 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","act","13","22","10","εἶπεν",1,0,"he",1,0,"εἶπεν = he",0.01,"For εἶπεν - Specific alignment ""εἶπεν = he"" used infrequently: 1.0% out of 606 total alignments, threshold 5%","","","",""
"Θεὸς","θεός","G23160","act","13","30","1","ὁ Θεὸς",2,1,"God",1,0,"ὁ Θεὸς = God",0.707,"","","","For Θεὸς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"λέγει","λέγω","G30040","act","13","35","1","λέγει",1,0,"he",1,0,"λέγει = he",0.011,"For λέγει - Specific alignment ""λέγει = he"" used infrequently: 1.1% out of 349 total alignments, threshold 5%","","","",""
"ἔργον","ἔργον","G20410","act","13","41","10","ἔργον",1,0,"a work",2,0,"ἔργον = a work",0.024,"For ἔργον - Specific alignment ""ἔργον = a work"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"ἔργον","ἔργον","G20410","act","13","41","14","ἔργον",1,0,"A work",2,0,"ἔργον = A work",0.024,"For ἔργον - Specific alignment ""ἔργον = A work"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"ἐθνῶν","ἔθνος","G14840","act","13","47","11","ἐθνῶν",1,0,"for the Gentiles",3,0,"ἐθνῶν = for the Gentiles",0.02,"For ἐθνῶν - Specific alignment ""ἐθνῶν = for the Gentiles"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","14","1","0","ἐγένετο",1,0,"It came about",3,0,"ἐγένετο = It came about",0.01,"For ἐγένετο - Specific alignment ""ἐγένετο = It came about"" used infrequently: 1.0% out of 209 total alignments, threshold 5%","","","",""
"Ἰουδαίων","Ἰουδαῖος","G24530","act","14","1","21","Ἰουδαίων",1,0,"of Jews",2,0,"Ἰουδαίων = of Jews",0.023,"For Ἰουδαίων - Specific alignment ""Ἰουδαίων = of Jews"" used infrequently: 2.3% out of 86 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","act","14","10","0","εἶπεν",1,0,"So he said",3,0,"εἶπεν = So he said",0.002,"For εἶπεν - Specific alignment ""εἶπεν = So he said"" used infrequently: 0.2% out of 606 total alignments, threshold 5%","","","",""
"Θεὸν","θεός","G23160","act","14","15","19","Θεὸν",1,0,"a",1,0,"Θεὸν = a",0.014,"For Θεὸν - Specific alignment ""Θεὸν = a"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","","","",""
"Ἰουδαῖοι","Ἰουδαῖος","G24530","act","14","19","1","Ἰουδαῖοι",1,0,"some Jews",2,0,"Ἰουδαῖοι = some Jews",0.018,"For Ἰουδαῖοι - Specific alignment ""Ἰουδαῖοι = some Jews"" used infrequently: 1.8% out of 57 total alignments, threshold 5%","","","",""
"λόγῳ","λόγος","G30560","act","14","3","12","λόγῳ",1,0,"message",1,0,"λόγῳ = message",0.02,"For λόγῳ - Specific alignment ""λόγῳ = message"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","act","14","5","10","ἐγένετο ὁρμὴ",2,0,"attempted to",2,0,"ἐγένετο ὁρμὴ = attempted to",0.005,"For ἐγένετο - Specific alignment ""ἐγένετο ὁρμὴ = attempted to"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"Ἰουδαίων","Ἰουδαῖος","G24530","act","14","5","6","Ἰουδαίων",1,0,"the Jews",2,0,"Ἰουδαίων = the Jews",0.047,"For Ἰουδαίων - Specific alignment ""Ἰουδαίων = the Jews"" used infrequently: 4.7% out of 86 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","act","15","12","16","ἐποίησεν",1,0,"had worked",2,0,"ἐποίησεν = had worked",0.013,"For ἐποίησεν - Specific alignment ""ἐποίησεν = had worked"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
